Entity,Code,Year,Oil (TWh growth)
Japan,JPN,2019,-65.73743
Japan,JPN,2020,-232.04797
Japan,JPN,2021,34.85315
Kazakhstan,KAZ,1986,-22.00058
Kazakhstan,KAZ,1987,-7.5322266
Kazakhstan,KAZ,1988,0.89645386
Kazakhstan,KAZ,1989,4.463684
Kazakhstan,KAZ,1990,33.61212
Kazakhstan,KAZ,1991,2.2698364
Kazakhstan,KAZ,1992,-17.00879
Kazakhstan,KAZ,1993,-54.98088
Kazakhstan,KAZ,1994,-40.3049
Kazakhstan,KAZ,1995,-3.2954254
Kazakhstan,KAZ,1996,-22.099907
Kazakhstan,KAZ,1997,0.74050903
Kazakhstan,KAZ,1998,-20.539764
Kazakhstan,KAZ,1999,-17.729347
Kazakhstan,KAZ,2000,8.8359375
Kazakhstan,KAZ,2001,-0.043418884
Kazakhstan,KAZ,2002,1.9962692
Kazakhstan,KAZ,2003,8.564636
Kazakhstan,KAZ,2004,6.247429
Kazakhstan,KAZ,2005,2.77388
Kazakhstan,KAZ,2006,16.218918
Kazakhstan,KAZ,2007,10.760628
Kazakhstan,KAZ,2008,-0.057128906
Kazakhstan,KAZ,2009,-25.950157
Kazakhstan,KAZ,2010,3.572609
Kazakhstan,KAZ,2011,37.823486
Kazakhstan,KAZ,2012,10.498718
Kazakhstan,KAZ,2013,3.0521545
Kazakhstan,KAZ,2014,4.0341644
Kazakhstan,KAZ,2015,-10.9878845
Kazakhstan,KAZ,2016,7.2747803
Kazakhstan,KAZ,2017,3.3156128
Kazakhstan,KAZ,2018,12.788132
Kazakhstan,KAZ,2019,2.7031403
Kazakhstan,KAZ,2020,-22.590332
Kazakhstan,KAZ,2021,11.060928
Kuwait,KWT,1966,-1.6886139
Kuwait,KWT,1967,-1.6390152
Kuwait,KWT,1968,-1.5762787
Kuwait,KWT,1969,-1.5258293
Kuwait,KWT,1970,-1.4742928
Kuwait,KWT,1971,-0.88723755
Kuwait,KWT,1972,4.1629944
Kuwait,KWT,1973,-3.134636
Kuwait,KWT,1974,-4.6405754
Kuwait,KWT,1975,-11.06374
Kuwait,KWT,1976,7.0976257
Kuwait,KWT,1977,-1.4746895
Kuwait,KWT,1978,3.4477844
Kuwait,KWT,1979,5.779175
Kuwait,KWT,1980,-7.2931595
Kuwait,KWT,1981,18.161194
Kuwait,KWT,1982,7.799217
Kuwait,KWT,1983,7.691002
Kuwait,KWT,1984,4.5092087
Kuwait,KWT,1985,-3.555107
Kuwait,KWT,1986,2.958313
Kuwait,KWT,1987,-1.5071869
Kuwait,KWT,1988,-3.0925598
Kuwait,KWT,1989,-1.4833755
Kuwait,KWT,1990,-25.842606
Kuwait,KWT,1991,-10.316971
Kuwait,KWT,1992,15.41457
Kuwait,KWT,1993,-8.102364
Kuwait,KWT,1994,11.536594
Kuwait,KWT,1995,2.1892586
Kuwait,KWT,1996,-1.7576599
Kuwait,KWT,1997,6.3351555
Kuwait,KWT,1998,33.832947
Kuwait,KWT,1999,14.90992
Kuwait,KWT,2000,5.013733
Kuwait,KWT,2001,3.3117294
Kuwait,KWT,2002,20.026703
Kuwait,KWT,2003,32.00833
Kuwait,KWT,2004,23.19812
Kuwait,KWT,2005,17.955338
Kuwait,KWT,2006,-14.034592
Kuwait,KWT,2007,1.7772064
Kuwait,KWT,2008,11.826706
Kuwait,KWT,2009,14.109726
Kuwait,KWT,2010,22.242233
Kuwait,KWT,2011,-8.335129
Kuwait,KWT,2012,-0.58943176
Kuwait,KWT,2013,4.430542
Kuwait,KWT,2014,6.697876
Kuwait,KWT,2015,-7.0017242
Kuwait,KWT,2016,-13.9474945
Kuwait,KWT,2017,10.399231
Kuwait,KWT,2018,7.20932
Kuwait,KWT,2019,-7.438507
Kuwait,KWT,2020,-18.193192
Kuwait,KWT,2021,5.112381
Latvia,LVA,1986,-10.762081
Latvia,LVA,1987,-10.696598
Latvia,LVA,1988,-4.8026237
Latvia,LVA,1989,-0.014831543
Latvia,LVA,1990,-2.4100685
Latvia,LVA,1991,-1.193264
Latvia,LVA,1992,-8.94673
Latvia,LVA,1993,-3.0918083
Latvia,LVA,1994,-1.3624096
Latvia,LVA,1995,-2.4663143
Latvia,LVA,1996,1.1578331
Latvia,LVA,1997,-2.617344
Latvia,LVA,1998,-0.93089485
Latvia,LVA,1999,-1.3579254
Latvia,LVA,2000,-3.2981539
Latvia,LVA,2001,2.5156717
Latvia,LVA,2002,-0.12560654
Latvia,LVA,2003,0.1639862
Latvia,LVA,2004,1.297121
Latvia,LVA,2005,1.1143112
Latvia,LVA,2006,-1.1785088
Latvia,LVA,2007,1.6319065
Latvia,LVA,2008,-0.3791027
Latvia,LVA,2009,-1.7960548
Latvia,LVA,2010,2.355791
Latvia,LVA,2011,-1.6980648
Latvia,LVA,2012,-0.026788712
Latvia,LVA,2013,0.20277023
Latvia,LVA,2014,0.104904175
Latvia,LVA,2015,0.96961594
Latvia,LVA,2016,0.64170647
Latvia,LVA,2017,0.4462223
Latvia,LVA,2018,-2.3039818
Latvia,LVA,2019,2.8026943
Latvia,LVA,2020,-2.8216362
Latvia,LVA,2021,0.30015755
Lithuania,LTU,1986,-16.715233
Lithuania,LTU,1987,8.339859
Lithuania,LTU,1988,-3.614769
Lithuania,LTU,1989,2.34626
Lithuania,LTU,1990,-4.091919
Lithuania,LTU,1991,8.861328
Lithuania,LTU,1992,-46.263103
Lithuania,LTU,1993,-6.6660347
Lithuania,LTU,1994,-3.2464638
Lithuania,LTU,1995,-3.8370323
Lithuania,LTU,1996,1.4186745
Lithuania,LTU,1997,-0.36785507
Lithuania,LTU,1998,5.6721
Lithuania,LTU,1999,-7.8119965
Lithuania,LTU,2000,-8.344973
Lithuania,LTU,2001,4.249151
Lithuania,LTU,2002,-2.3977966
Lithuania,LTU,2003,-1.2663021
Lithuania,LTU,2004,2.0523548
Lithuania,LTU,2005,2.0664864
Lithuania,LTU,2006,0.19874573
Lithuania,LTU,2007,-0.50161743
Lithuania,LTU,2008,2.8778152
Lithuania,LTU,2009,-5.0439243
Lithuania,LTU,2010,0.9271107
Lithuania,LTU,2011,-1.0415668
Lithuania,LTU,2012,0.7359638
Lithuania,LTU,2013,-0.8721752
Lithuania,LTU,2014,-0.6048794
Lithuania,LTU,2015,2.745388
Lithuania,LTU,2016,2.8110619
Lithuania,LTU,2017,1.4029007
Lithuania,LTU,2018,1.9994812
Lithuania,LTU,2019,-0.05431366
Lithuania,LTU,2020,-2.2513695
Lithuania,LTU,2021,1.5997429
Lower-middle-income countries,,1966,65.296936
Lower-middle-income countries,,1967,27.429688
Lower-middle-income countries,,1968,58.096558
Lower-middle-income countries,,1969,50.697327
Lower-middle-income countries,,1970,53.13495
Lower-middle-income countries,,1971,45.906616
Lower-middle-income countries,,1972,50.812622
Lower-middle-income countries,,1973,85.592285
Lower-middle-income countries,,1974,11.888428
Lower-middle-income countries,,1975,86.54932
Lower-middle-income countries,,1976,63.100952
Lower-middle-income countries,,1977,126.56787
Lower-middle-income countries,,1978,68.5022
Lower-middle-income countries,,1979,102.34485
Lower-middle-income countries,,1980,29.19519
Lower-middle-income countries,,1981,71.71655
Lower-middle-income countries,,1982,91.034424
Lower-middle-income countries,,1983,137.8833
Lower-middle-income countries,,1984,100.645996
Lower-middle-income countries,,1985,966.76465
Lower-middle-income countries,,1986,15.434326
Lower-middle-income countries,,1987,125.39868
Lower-middle-income countries,,1988,29.650146
Lower-middle-income countries,,1989,115.95459
Lower-middle-income countries,,1990,200.42383
Lower-middle-income countries,,1991,26.075928
Lower-middle-income countries,,1992,-125.25244
Lower-middle-income countries,,1993,-15.236572
Lower-middle-income countries,,1994,54.253174
Lower-middle-income countries,,1995,194.37646
Lower-middle-income countries,,1996,66.99219
Lower-middle-income countries,,1997,236.80493
Lower-middle-income countries,,1998,43.84497
Lower-middle-income countries,,1999,122.166504
Lower-middle-income countries,,2000,121.653564
Lower-middle-income countries,,2001,59.794434
Lower-middle-income countries,,2002,48.82129
Lower-middle-income countries,,2003,45.805176
Lower-middle-income countries,,2004,214.89014
Lower-middle-income countries,,2005,93.93555
Lower-middle-income countries,,2006,148.24072
Lower-middle-income countries,,2007,247.18701
Lower-middle-income countries,,2008,162.35254
Lower-middle-income countries,,2009,105.06152
Lower-middle-income countries,,2010,75.03467
Lower-middle-income countries,,2011,193.8501
Lower-middle-income countries,,2012,208.11914
Lower-middle-income countries,,2013,83.88135
Lower-middle-income countries,,2014,25.23291
Lower-middle-income countries,,2015,126.69238
Lower-middle-income countries,,2016,299.27246
Lower-middle-income countries,,2017,187.59424
Lower-middle-income countries,,2018,113.43701
Lower-middle-income countries,,2019,68.83838
Lower-middle-income countries,,2020,-647.59863
Lower-middle-income countries,,2021,249.40137
Luxembourg,LUX,1966,1.3572092
Luxembourg,LUX,1967,1.1684713
Luxembourg,LUX,1968,1.2835903
Luxembourg,LUX,1969,1.4629068
Luxembourg,LUX,1970,0.9187498
Luxembourg,LUX,1971,0.65797424
Luxembourg,LUX,1972,0.8356457
Luxembourg,LUX,1973,1.9480343
Luxembourg,LUX,1974,-1.960207
Luxembourg,LUX,1975,-1.8926277
Luxembourg,LUX,1976,1.2951069
Luxembourg,LUX,1977,-0.27488518
Luxembourg,LUX,1978,0.11763573
Luxembourg,LUX,1979,-1.2247515
Luxembourg,LUX,1980,-2.5369864
Luxembourg,LUX,1981,-0.5063534
Luxembourg,LUX,1982,-0.13534355
Luxembourg,LUX,1983,-0.587965
Luxembourg,LUX,1984,0.020785332
Luxembourg,LUX,1985,0.7385187
Luxembourg,LUX,1986,1.1176987
Luxembourg,LUX,1987,1.8206682
Luxembourg,LUX,1988,0.40952015
Luxembourg,LUX,1989,1.5708237
Luxembourg,LUX,1990,1.6886349
Luxembourg,LUX,1991,3.1579113
Luxembourg,LUX,1992,0.64962196
Luxembourg,LUX,1993,-0.06439018
Luxembourg,LUX,1994,-0.02591896
Luxembourg,LUX,1995,-1.4315758
Luxembourg,LUX,1996,0.76565933
Luxembourg,LUX,1997,0.982378
Luxembourg,LUX,1998,0.932127
Luxembourg,LUX,1999,1.6483955
Luxembourg,LUX,2000,1.871376
Luxembourg,LUX,2001,1.7001743
Luxembourg,LUX,2002,0.5578346
Luxembourg,LUX,2003,2.198038
Luxembourg,LUX,2004,4.304535
Luxembourg,LUX,2005,0.98527145
Luxembourg,LUX,2006,-1.8343239
Luxembourg,LUX,2007,-0.94729996
Luxembourg,LUX,2008,0.27428055
Luxembourg,LUX,2009,-2.224266
Luxembourg,LUX,2010,1.5421638
Luxembourg,LUX,2011,0.72233963
Luxembourg,LUX,2012,-1.2168312
Luxembourg,LUX,2013,-0.5604553
Luxembourg,LUX,2014,-1.1949482
Luxembourg,LUX,2015,-0.56186676
Luxembourg,LUX,2016,-0.042905807
Luxembourg,LUX,2017,1.4630699
Luxembourg,LUX,2018,1.903286
Luxembourg,LUX,2019,0.37763977
Luxembourg,LUX,2020,-6.63739
Luxembourg,LUX,2021,0.88167
Malaysia,MYS,1966,4.8174553
Malaysia,MYS,1967,2.825039
Malaysia,MYS,1968,1.1670456
Malaysia,MYS,1969,3.476017
Malaysia,MYS,1970,-3.020523
Malaysia,MYS,1971,4.602398
Malaysia,MYS,1972,4.2461205
Malaysia,MYS,1973,3.149044
Malaysia,MYS,1974,-0.15581894
Malaysia,MYS,1975,2.398449
Malaysia,MYS,1976,6.677185
Malaysia,MYS,1977,12.312809
Malaysia,MYS,1978,5.1413956
Malaysia,MYS,1979,9.349312
Malaysia,MYS,1980,7.685951
Malaysia,MYS,1981,7.4687653
Malaysia,MYS,1982,3.8721848
Malaysia,MYS,1983,7.4302673
Malaysia,MYS,1984,-1.9556732
Malaysia,MYS,1985,-1.8157272
Malaysia,MYS,1986,-8.794083
Malaysia,MYS,1987,2.4987717
Malaysia,MYS,1988,7.154106
Malaysia,MYS,1989,4.193512
Malaysia,MYS,1990,18.671738
Malaysia,MYS,1991,18.381088
Malaysia,MYS,1992,28.06517
Malaysia,MYS,1993,5.7011414
Malaysia,MYS,1994,9.821259
Malaysia,MYS,1995,28.264954
Malaysia,MYS,1996,21.700119
Malaysia,MYS,1997,35.462708
Malaysia,MYS,1998,-24.221832
Malaysia,MYS,1999,-5.8428345
Malaysia,MYS,2000,20.454712
Malaysia,MYS,2001,22.265442
Malaysia,MYS,2002,24.200928
Malaysia,MYS,2003,14.785065
Malaysia,MYS,2004,16.084564
Malaysia,MYS,2005,12.509338
Malaysia,MYS,2006,-10.938507
Malaysia,MYS,2007,23.361023
Malaysia,MYS,2008,-16.001434
Malaysia,MYS,2009,-2.7892456
Malaysia,MYS,2010,3.0621643
Malaysia,MYS,2011,7.7092285
Malaysia,MYS,2012,35.217133
Malaysia,MYS,2013,25.539886
Malaysia,MYS,2014,1.7662964
Malaysia,MYS,2015,-30.628693
Malaysia,MYS,2016,45.146698
Malaysia,MYS,2017,-26.31372
Malaysia,MYS,2018,5.7187195
Malaysia,MYS,2019,37.361664
Malaysia,MYS,2020,-63.801697
Malaysia,MYS,2021,7.821686
Mexico,MEX,1966,8.545654
Mexico,MEX,1967,13.282379
Mexico,MEX,1968,17.507553
Mexico,MEX,1969,12.3745575
Mexico,MEX,1970,17.316269
Mexico,MEX,1971,14.962051
Mexico,MEX,1972,33.076324
Mexico,MEX,1973,20.732483
Mexico,MEX,1974,41.006622
Mexico,MEX,1975,36.958862
Mexico,MEX,1976,40.02527
Mexico,MEX,1977,13.966827
Mexico,MEX,1978,56.41629
Mexico,MEX,1979,36.92285
Mexico,MEX,1980,62.127136
Mexico,MEX,1981,57.1911
Mexico,MEX,1982,23.41278
Mexico,MEX,1983,-17.555603
Mexico,MEX,1984,39.013184
Mexico,MEX,1985,29.24945
Mexico,MEX,1986,9.107849
Mexico,MEX,1987,36.232788
Mexico,MEX,1988,-1.918335
Mexico,MEX,1989,54.59619
Mexico,MEX,1990,37.002136
Mexico,MEX,1991,35.90277
Mexico,MEX,1992,10.117432
Mexico,MEX,1993,-1.7044678
Mexico,MEX,1994,71.163635
Mexico,MEX,1995,-66.889404
Mexico,MEX,1996,21.55542
Mexico,MEX,1997,30.64917
Mexico,MEX,1998,51.111877
Mexico,MEX,1999,-9.364502
Mexico,MEX,2000,47.869446
Mexico,MEX,2001,-17.602783
Mexico,MEX,2002,-45.583435
Mexico,MEX,2003,26.176453
Mexico,MEX,2004,41.585693
Mexico,MEX,2005,25.796509
Mexico,MEX,2006,-11.14209
Mexico,MEX,2007,41.894043
Mexico,MEX,2008,-2.7435303
Mexico,MEX,2009,-37.89856
Mexico,MEX,2010,4.6918945
Mexico,MEX,2011,18.096191
Mexico,MEX,2012,17.816528
Mexico,MEX,2013,-31.084595
Mexico,MEX,2014,-49.358276
Mexico,MEX,2015,-11.962402
Mexico,MEX,2016,7.4692383
Mexico,MEX,2017,-38.47931
Mexico,MEX,2018,-24.347229
Mexico,MEX,2019,-74.760864
Mexico,MEX,2020,-214.01825
Mexico,MEX,2021,26.056213
Middle Africa (BP),,1966,0.3314724
Middle Africa (BP),,1967,0.40690804
Middle Africa (BP),,1968,0.689003
Middle Africa (BP),,1969,0.6816044
Middle Africa (BP),,1970,0.35528946
Middle Africa (BP),,1971,4.2469196
Middle Africa (BP),,1972,1.3395443
Middle Africa (BP),,1973,1.2050362
Middle Africa (BP),,1974,1.085022
Middle Africa (BP),,1975,-0.9103737
Middle Africa (BP),,1976,0.8474541
Middle Africa (BP),,1977,2.558506
Middle Africa (BP),,1978,6.772274
Middle Africa (BP),,1979,0.28995514
Middle Africa (BP),,1980,0.3132515
Middle Africa (BP),,1981,2.563511
Middle Africa (BP),,1982,-3.327385
Middle Africa (BP),,1983,6.226631
Middle Africa (BP),,1984,-4.747856
Middle Africa (BP),,1985,5.5374146
Middle Africa (BP),,1986,-2.0659409
Middle Africa (BP),,1987,1.0490303
Middle Africa (BP),,1988,2.7993088
Middle Africa (BP),,1989,0.87183
Middle Africa (BP),,1990,-4.6661415
Middle Africa (BP),,1991,-2.3297043
Middle Africa (BP),,1992,-0.16929245
Middle Africa (BP),,1993,1.6745377
Middle Africa (BP),,1994,-0.70659256
Middle Africa (BP),,1995,-1.3958359
Middle Africa (BP),,1996,0.20942307
Middle Africa (BP),,1997,1.5564117
Middle Africa (BP),,1998,-2.6141434
Middle Africa (BP),,1999,2.6310577
Middle Africa (BP),,2000,6.0099907
Middle Africa (BP),,2001,1.7486534
Middle Africa (BP),,2002,13.346569
Middle Africa (BP),,2003,6.882492
Middle Africa (BP),,2004,-6.935646
Middle Africa (BP),,2005,-0.98874664
Middle Africa (BP),,2006,14.005043
Middle Africa (BP),,2007,9.828835
Middle Africa (BP),,2008,11.320374
Middle Africa (BP),,2009,12.203903
Middle Africa (BP),,2010,4.787079
Middle Africa (BP),,2011,9.183823
Middle Africa (BP),,2012,12.449158
Middle Africa (BP),,2013,18.310547
Middle Africa (BP),,2014,9.411285
Middle Africa (BP),,2015,-5.2030945
Middle Africa (BP),,2016,-12.668762
Middle Africa (BP),,2017,-10.41893
Middle Africa (BP),,2018,-0.0073242188
Middle Africa (BP),,2019,6.9308624
Middle Africa (BP),,2020,-13.075348
Middle Africa (BP),,2021,9.836975
Middle East (BP),,1966,12.331787
Middle East (BP),,1967,22.152466
Middle East (BP),,1968,15.749084
Middle East (BP),,1969,21.739136
Middle East (BP),,1970,34.444336
Middle East (BP),,1971,43.03589
Middle East (BP),,1972,40.853577
Middle East (BP),,1973,57.72461
Middle East (BP),,1974,46.772705
Middle East (BP),,1975,-33.568665
Middle East (BP),,1976,105.9328
Middle East (BP),,1977,115.765686
Middle East (BP),,1978,45.939636
Middle East (BP),,1979,132.96771
Middle East (BP),,1980,-48.588013
Middle East (BP),,1981,102.210205
Middle East (BP),,1982,115.82886
Middle East (BP),,1983,156.77576
Middle East (BP),,1984,138.88855
Middle East (BP),,1985,81.479126
Middle East (BP),,1986,-9.42395
Middle East (BP),,1987,85.947266
Middle East (BP),,1988,66.17639
Middle East (BP),,1989,50.540283
Middle East (BP),,1990,60.72461
Middle East (BP),,1991,67.17883
Middle East (BP),,1992,128.67969
Middle East (BP),,1993,150.11841
Middle East (BP),,1994,227.79175
Middle East (BP),,1995,-13.516602
Middle East (BP),,1996,55.615723
Middle East (BP),,1997,131.14917
Middle East (BP),,1998,-12.972168
Middle East (BP),,1999,-6.4885254
Middle East (BP),,2000,135.27051
Middle East (BP),,2001,119.9812
Middle East (BP),,2002,68.497314
Middle East (BP),,2003,100.906494
Middle East (BP),,2004,208.80298
Middle East (BP),,2005,134.54712
Middle East (BP),,2006,143.61987
Middle East (BP),,2007,92.26904
Middle East (BP),,2008,269.6892
Middle East (BP),,2009,62.339355
Middle East (BP),,2010,142.04712
Middle East (BP),,2011,163.42334
Middle East (BP),,2012,181.94775
Middle East (BP),,2013,131.58984
Middle East (BP),,2014,92.54736
Middle East (BP),,2015,-48.709473
Middle East (BP),,2016,78.02197
Middle East (BP),,2017,13.502441
Middle East (BP),,2018,53.00879
Middle East (BP),,2019,-91.01465
Middle East (BP),,2020,-372.9956
Middle East (BP),,2021,166.83789
Morocco,MAR,1966,4.9671974
Morocco,MAR,1967,1.6290054
Morocco,MAR,1968,1.7669754
Morocco,MAR,1969,1.6420422
Morocco,MAR,1970,1.0062943
Morocco,MAR,1971,1.249094
Morocco,MAR,1972,1.5234051
Morocco,MAR,1973,4.9642696
Morocco,MAR,1974,2.1864567
Morocco,MAR,1975,1.1426544
Morocco,MAR,1976,3.0932999
Morocco,MAR,1977,4.68639
Morocco,MAR,1978,3.0032387
Morocco,MAR,1979,5.9551086
Morocco,MAR,1980,0.66096115
Morocco,MAR,1981,-0.84540176
Morocco,MAR,1982,2.6346817
Morocco,MAR,1983,0.54008484
Morocco,MAR,1984,2.131672
Morocco,MAR,1985,-0.23301697
Morocco,MAR,1986,-0.9589424
Morocco,MAR,1987,-0.016777039
Morocco,MAR,1988,3.7406273
Morocco,MAR,1989,5.6547623
Morocco,MAR,1990,2.228344
Morocco,MAR,1991,0.071762085
Morocco,MAR,1992,11.872528
Morocco,MAR,1993,1.3456497
Morocco,MAR,1994,6.902794
Morocco,MAR,1995,-4.5657654
Morocco,MAR,1996,-4.66803
Morocco,MAR,1997,4.8818054
Morocco,MAR,1998,-0.73241425
Morocco,MAR,1999,8.250412
Morocco,MAR,2000,-5.774544
Morocco,MAR,2001,0.15468597
Morocco,MAR,2002,3.3991318
Morocco,MAR,2003,0.047706604
Morocco,MAR,2004,13.531639
Morocco,MAR,2005,8.718491
Morocco,MAR,2006,1.5387802
Morocco,MAR,2007,5.122177
Morocco,MAR,2008,11.888756
Morocco,MAR,2009,1.3387909
Morocco,MAR,2010,14.485031
Morocco,MAR,2011,9.631561
Morocco,MAR,2012,0.9517822
Morocco,MAR,2013,1.7720184
Morocco,MAR,2014,-7.377838
Morocco,MAR,2015,-3.1700897
Morocco,MAR,2016,3.5494232
Morocco,MAR,2017,8.73938
Morocco,MAR,2018,-3.7533875
Morocco,MAR,2019,2.2917938
Morocco,MAR,2020,-19.974777
Morocco,MAR,2021,15.68985
Netherlands,NLD,1966,24.97287
Netherlands,NLD,1967,7.0892944
Netherlands,NLD,1968,25.791382
Netherlands,NLD,1969,32.079285
Netherlands,NLD,1970,43.19394
Netherlands,NLD,1971,-5.242096
Netherlands,NLD,1972,48.979492
Netherlands,NLD,1973,15.157959
Netherlands,NLD,1974,-69.60123
Netherlands,NLD,1975,-5.839752
Netherlands,NLD,1976,51.722717
Netherlands,NLD,1977,-18.688995
Netherlands,NLD,1978,9.664032
Netherlands,NLD,1979,35.25836
Netherlands,NLD,1980,-31.766357
Netherlands,NLD,1981,-31.807526
Netherlands,NLD,1982,-53.800232
Netherlands,NLD,1983,-19.533203
Netherlands,NLD,1984,-4.5276184
Netherlands,NLD,1985,4.138977
Netherlands,NLD,1986,38.42096
Netherlands,NLD,1987,2.8052673
Netherlands,NLD,1988,24.073883
Netherlands,NLD,1989,-5.553589
Netherlands,NLD,1990,15.627441
Netherlands,NLD,1991,-17.170044
Netherlands,NLD,1992,20.542084
Netherlands,NLD,1993,-5.144806
Netherlands,NLD,1994,-2.6916199
Netherlands,NLD,1995,23.419373
Netherlands,NLD,1996,-0.0982666
Netherlands,NLD,1997,17.371857
Netherlands,NLD,1998,5.518402
Netherlands,NLD,1999,9.026764
Netherlands,NLD,2000,6.888916
Netherlands,NLD,2001,23.536133
Netherlands,NLD,2002,2.3322449
Netherlands,NLD,2003,0.75756836
Netherlands,NLD,2004,23.613037
Netherlands,NLD,2005,33.001465
Netherlands,NLD,2006,-2.3503418
Netherlands,NLD,2007,16.44757
Netherlands,NLD,2008,-28.643677
Netherlands,NLD,2009,-24.798645
Netherlands,NLD,2010,9.851624
Netherlands,NLD,2011,6.527527
Netherlands,NLD,2012,-27.585388
Netherlands,NLD,2013,-25.856567
Netherlands,NLD,2014,-22.622986
Netherlands,NLD,2015,-11.196045
Netherlands,NLD,2016,14.666107
Netherlands,NLD,2017,-17.968048
Netherlands,NLD,2018,11.411804
Netherlands,NLD,2019,-8.48584
Netherlands,NLD,2020,-39.431793
Netherlands,NLD,2021,0.9241638
New Zealand,NZL,1966,3.497303
New Zealand,NZL,1967,1.8183289
New Zealand,NZL,1968,1.0441589
New Zealand,NZL,1969,1.50914
New Zealand,NZL,1970,7.1047554
New Zealand,NZL,1971,1.5666237
New Zealand,NZL,1972,3.7666626
New Zealand,NZL,1973,3.0196075
New Zealand,NZL,1974,-2.4186401
New Zealand,NZL,1975,-1.7112579
New Zealand,NZL,1976,1.3735924
New Zealand,NZL,1977,-0.33979034
New Zealand,NZL,1978,-2.355217
New Zealand,NZL,1979,0.47170258
New Zealand,NZL,1980,-1.7922821
New Zealand,NZL,1981,-2.4627
New Zealand,NZL,1982,-0.18701553
New Zealand,NZL,1983,-1.9360199
New Zealand,NZL,1984,0.53609085
New Zealand,NZL,1985,-2.3567963
New Zealand,NZL,1986,-4.1698036
New Zealand,NZL,1987,5.805664
New Zealand,NZL,1988,-0.055740356
New Zealand,NZL,1989,0.6120529
New Zealand,NZL,1990,5.715683
New Zealand,NZL,1991,0.7632141
New Zealand,NZL,1992,1.6440277
New Zealand,NZL,1993,-0.4910469
New Zealand,NZL,1994,8.669037
New Zealand,NZL,1995,4.6283493
New Zealand,NZL,1996,1.4176941
New Zealand,NZL,1997,3.940628
New Zealand,NZL,1998,0.8615799
New Zealand,NZL,1999,0.3664093
New Zealand,NZL,2000,1.9920578
New Zealand,NZL,2001,0.3386078
New Zealand,NZL,2002,2.8259048
New Zealand,NZL,2003,4.307007
New Zealand,NZL,2004,0.3880844
New Zealand,NZL,2005,3.0245132
New Zealand,NZL,2006,0.826622
New Zealand,NZL,2007,0.3983612
New Zealand,NZL,2008,1.1582184
New Zealand,NZL,2009,-3.9988022
New Zealand,NZL,2010,0.09285736
New Zealand,NZL,2011,2.542656
New Zealand,NZL,2012,-1.2602615
New Zealand,NZL,2013,1.2155838
New Zealand,NZL,2014,1.4629059
New Zealand,NZL,2015,3.5109787
New Zealand,NZL,2016,2.2956238
New Zealand,NZL,2017,5.120476
New Zealand,NZL,2018,-0.20307922
New Zealand,NZL,2019,2.370613
New Zealand,NZL,2020,-18.033005
New Zealand,NZL,2021,-2.0548248
Non-OECD (BP),,1966,346.18164
Non-OECD (BP),,1967,331.43896
Non-OECD (BP),,1968,382.333
Non-OECD (BP),,1969,401.46045
Non-OECD (BP),,1970,573.3091
Non-OECD (BP),,1971,525.00977
Non-OECD (BP),,1972,609.1748
Non-OECD (BP),,1973,718.5967
Non-OECD (BP),,1974,534.73145
Non-OECD (BP),,1975,334.57227
Non-OECD (BP),,1976,574.5449
Non-OECD (BP),,1977,594.18066
Non-OECD (BP),,1978,677.8447
Non-OECD (BP),,1979,450.68457
Non-OECD (BP),,1980,203.62012
Non-OECD (BP),,1981,119.447266
Non-OECD (BP),,1982,86.33594
Non-OECD (BP),,1983,113.24609
Non-OECD (BP),,1984,207.33594
Non-OECD (BP),,1985,-19.00293
Non-OECD (BP),,1986,303.00586
Non-OECD (BP),,1987,387.16016
Non-OECD (BP),,1988,339.4043
Non-OECD (BP),,1989,308.1211
Non-OECD (BP),,1990,339.5459
Non-OECD (BP),,1991,-33.507812
Non-OECD (BP),,1992,-35.304688
Non-OECD (BP),,1993,-271.12207
Non-OECD (BP),,1994,167.87402
Non-OECD (BP),,1995,271.9922
Non-OECD (BP),,1996,144.70312
Non-OECD (BP),,1997,737.96094
Non-OECD (BP),,1998,99.08984
Non-OECD (BP),,1999,333.8037
Non-OECD (BP),,2000,510.38672
Non-OECD (BP),,2001,414.56055
Non-OECD (BP),,2002,387.00684
Non-OECD (BP),,2003,613.56836
Non-OECD (BP),,2004,1214.4219
Non-OECD (BP),,2005,369.2793
Non-OECD (BP),,2006,709.4199
Non-OECD (BP),,2007,777.62695
Non-OECD (BP),,2008,583.7969
Non-OECD (BP),,2009,367.6582
Non-OECD (BP),,2010,1341.1445
Non-OECD (BP),,2011,752.416
Non-OECD (BP),,2012,901.1738
Non-OECD (BP),,2013,651.0547
Non-OECD (BP),,2014,581.53906
Non-OECD (BP),,2015,589.3574
Non-OECD (BP),,2016,644.75977
Non-OECD (BP),,2017,604.2715
Non-OECD (BP),,2018,544.31055
Non-OECD (BP),,2019,333.13477
Non-OECD (BP),,2020,-1808.1953
Non-OECD (BP),,2021,1436.3965
North America,,1966,367.40576
North America,,1967,326.89844
North America,,1968,538.77637
North America,,1969,425.07422
North America,,1970,451.29395
North America,,1971,329.83594
North America,,1972,773.9453
North America,,1973,665.7705
North America,,1974,-328.29492
North America,,1975,-217.06543
North America,,1976,753.0449
North America,,1977,578.86523
North America,,1978,324.67383
North America,,1979,-161.87793
North America,,1980,-722.02344
North America,,1981,-637.8047
North America,,1982,-585.92676
